Economy,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Bought something online using the Internet
China,Male,27,secondary,Richest 20%,yes
China,Male,67,completed primary or less,Second 20%,no
China,Female,30,completed primary or less,Middle 20%,yes
China,Male,54,completed primary or less,Poorest 20%,no
China,Female,54,completed primary or less,Middle 20%,no
China,Female,60,completed primary or less,Second 20%,no
China,Female,19,completed primary or less,Middle 20%,yes
China,Male,52,completed primary or less,Poorest 20%,no
China,Female,54,secondary,Fourth 20%,no
China,Female,53,completed primary or less,Fourth 20%,no
China,Male,32,completed primary or less,Middle 20%,yes
China,Female,75,completed primary or less,Poorest 20%,no
China,Male,67,completed primary or less,Poorest 20%,no
China,Female,52,completed primary or less,Middle 20%,yes
China,Female,20,secondary,Richest 20%,yes
China,Male,28,secondary,Richest 20%,no
China,Female,51,completed primary or less,Fourth 20%,no
China,Female,61,completed primary or less,Second 20%,no
China,Male,64,completed primary or less,Poorest 20%,no
China,Female,54,completed primary or less,Fourth 20%,no
China,Female,48,completed primary or less,Richest 20%,yes
China,Male,66,completed primary or less,Poorest 20%,no
China,Female,46,completed primary or less,Poorest 20%,no
China,Female,53,completed primary or less,Fourth 20%,no
China,Female,71,completed primary or less,Second 20%,no
China,Female,32,completed tertiary or more,Fourth 20%,yes
China,Female,50,completed primary or less,Richest 20%,no
China,Male,72,completed primary or less,Poorest 20%,no
China,Female,54,completed primary or less,Richest 20%,no
China,Male,72,completed primary or less,Richest 20%,no
China,Female,35,secondary,Richest 20%,yes
China,Female,46,completed primary or less,Middle 20%,no
China,Female,66,completed primary or less,Poorest 20%,no
China,Male,55,completed primary or less,Poorest 20%,no
China,Male,78,completed primary or less,Poorest 20%,no
China,Female,20,secondary,Second 20%,yes
China,Female,37,completed primary or less,Second 20%,no
China,Female,34,secondary,Fourth 20%,yes
China,Male,65,completed primary or less,Second 20%,no
China,Male,59,completed primary or less,Poorest 20%,no
China,Male,44,completed primary or less,Richest 20%,yes
China,Female,49,completed primary or less,Poorest 20%,no
China,Female,40,completed primary or less,Fourth 20%,yes
China,Female,60,secondary,Middle 20%,no
China,Female,54,completed primary or less,Poorest 20%,no
China,Female,48,completed primary or less,Poorest 20%,no
China,Male,59,completed primary or less,Fourth 20%,no
China,Female,69,completed primary or less,Middle 20%,no
China,Male,40,completed primary or less,Middle 20%,no
China,Female,77,completed primary or less,Fourth 20%,no
China,Female,41,completed primary or less,Middle 20%,no
China,Male,36,secondary,Middle 20%,yes
China,Female,59,completed primary or less,Poorest 20%,no
China,Female,49,completed primary or less,Second 20%,no
China,Female,66,completed primary or less,Richest 20%,no
China,Male,48,completed primary or less,Second 20%,no
China,Female,36,secondary,Fourth 20%,yes
China,Female,53,secondary,Middle 20%,no
China,Male,60,completed primary or less,Middle 20%,no
China,Female,38,secondary,Richest 20%,yes
China,Female,60,secondary,Middle 20%,no
China,Female,30,secondary,Richest 20%,yes
China,Female,40,completed primary or less,Fourth 20%,yes
China,Male,53,completed primary or less,Poorest 20%,no
China,Female,75,completed primary or less,Poorest 20%,no
China,Male,88,completed primary or less,Fourth 20%,no
China,Male,40,completed tertiary or more,Richest 20%,yes
China,Male,74,completed primary or less,Richest 20%,no
China,Female,59,completed primary or less,Second 20%,no
China,Male,16,completed primary or less,Middle 20%,yes
China,Female,45,completed primary or less,Second 20%,no
China,Male,63,secondary,Second 20%,no
China,Female,30,secondary,Richest 20%,yes
China,Female,44,completed primary or less,Second 20%,no
China,Female,61,completed primary or less,Poorest 20%,no
China,Female,62,completed primary or less,Middle 20%,no
China,Female,59,completed primary or less,Second 20%,no
China,Male,37,completed tertiary or more,Richest 20%,yes
China,Female,48,completed primary or less,Second 20%,no
China,Male,68,completed primary or less,Poorest 20%,no
China,Female,22,secondary,Poorest 20%,no
China,Female,34,secondary,Middle 20%,yes
China,Male,53,completed primary or less,Second 20%,no
China,Female,22,completed primary or less,Middle 20%,no
China,Male,54,completed primary or less,Second 20%,no
China,Female,43,completed primary or less,Poorest 20%,no
China,Male,67,secondary,Fourth 20%,no
China,Female,40,secondary,Middle 20%,yes
China,Male,64,completed primary or less,Poorest 20%,no
China,Male,55,completed primary or less,Richest 20%,no
China,Female,20,secondary,Middle 20%,yes
China,Male,74,completed primary or less,Second 20%,no
China,Male,63,completed primary or less,Poorest 20%,no
China,Female,29,completed primary or less,Second 20%,no
China,Male,41,completed primary or less,Poorest 20%,no
China,Male,31,completed primary or less,Poorest 20%,yes
China,Female,65,completed primary or less,Richest 20%,no
China,Male,53,completed primary or less,Poorest 20%,no
China,Female,67,secondary,Richest 20%,no
China,Female,54,completed primary or less,Middle 20%,yes
China,Male,40,completed primary or less,Second 20%,no
China,Male,72,completed primary or less,Poorest 20%,no
China,Female,72,completed primary or less,Poorest 20%,no
China,Female,32,secondary,Fourth 20%,yes
China,Male,45,completed primary or less,Middle 20%,yes
China,Male,63,completed primary or less,Fourth 20%,no
China,Male,55,completed primary or less,Poorest 20%,no
China,Female,46,secondary,Fourth 20%,yes
China,Male,40,completed primary or less,Poorest 20%,no
China,Female,76,completed primary or less,Richest 20%,no
China,Female,47,completed primary or less,Poorest 20%,no
China,Male,46,secondary,Fourth 20%,no
China,Male,65,secondary,Richest 20%,no
China,Male,60,secondary,Middle 20%,no
China,Male,52,completed primary or less,Poorest 20%,no
China,Female,27,secondary,Richest 20%,yes
China,Female,42,completed primary or less,Second 20%,no
China,Male,47,completed primary or less,Richest 20%,no
China,Female,62,completed primary or less,Second 20%,no
China,Female,56,completed primary or less,Fourth 20%,no
China,Female,35,completed primary or less,Poorest 20%,no
China,Male,42,completed primary or less,Poorest 20%,no
China,Male,63,completed primary or less,Poorest 20%,no
China,Female,42,completed primary or less,Fourth 20%,no
China,Female,39,completed primary or less,Richest 20%,no
China,Female,54,completed primary or less,Richest 20%,no
China,Male,53,completed primary or less,Poorest 20%,no
China,Female,60,completed primary or less,Second 20%,no
China,Male,40,completed primary or less,Poorest 20%,no
China,Male,61,completed primary or less,Fourth 20%,no
China,Male,50,completed primary or less,Second 20%,yes
China,Male,35,completed tertiary or more,Richest 20%,yes
China,Female,32,secondary,Richest 20%,yes
China,Female,50,completed primary or less,Richest 20%,no
China,Female,55,completed primary or less,Poorest 20%,no
China,Female,50,completed primary or less,Middle 20%,no
China,Male,61,completed primary or less,Fourth 20%,yes
China,Male,55,completed primary or less,Poorest 20%,no
China,Female,47,completed primary or less,Poorest 20%,no
China,Male,73,completed primary or less,Poorest 20%,no
China,Male,48,completed primary or less,Fourth 20%,no
China,Female,40,completed primary or less,Poorest 20%,no
China,Male,65,completed primary or less,Middle 20%,no
China,Female,64,completed primary or less,Poorest 20%,no
China,Female,52,completed primary or less,Poorest 20%,no
China,Male,54,completed primary or less,Second 20%,no
China,Female,28,secondary,Fourth 20%,yes
China,Female,46,completed primary or less,Second 20%,no
China,Female,50,completed primary or less,Poorest 20%,no
China,Female,18,completed primary or less,Fourth 20%,no
China,Female,30,completed tertiary or more,Fourth 20%,yes
China,Male,32,completed primary or less,Second 20%,yes
China,Male,60,completed primary or less,Poorest 20%,no
China,Male,30,completed primary or less,Fourth 20%,yes
China,Female,71,completed primary or less,Second 20%,no
China,Female,27,completed primary or less,Poorest 20%,no
China,Male,62,completed primary or less,Second 20%,no
China,Female,35,completed primary or less,Poorest 20%,no
China,Female,27,completed tertiary or more,Richest 20%,yes
China,Female,46,completed primary or less,Second 20%,no
China,Female,35,completed primary or less,Poorest 20%,no
China,Female,39,secondary,Middle 20%,yes
China,Male,34,secondary,Middle 20%,yes
China,Male,31,completed primary or less,Middle 20%,yes
China,Female,26,secondary,Fourth 20%,yes
China,Male,39,completed primary or less,Fourth 20%,no
China,Female,45,completed primary or less,Poorest 20%,no
China,Male,50,secondary,Second 20%,no
China,Male,30,secondary,Richest 20%,yes
China,Female,54,completed primary or less,Second 20%,no
China,Female,62,completed primary or less,Poorest 20%,no
China,Male,66,completed primary or less,Middle 20%,no
China,Female,58,secondary,Fourth 20%,no
China,Male,55,completed primary or less,Second 20%,no
China,Female,51,completed primary or less,Poorest 20%,no
China,Male,28,secondary,Middle 20%,no
China,Male,64,secondary,Second 20%,no
China,Female,32,secondary,Middle 20%,yes
China,Male,66,completed primary or less,Fourth 20%,no
China,Male,50,completed primary or less,Second 20%,no
China,Female,49,completed primary or less,Middle 20%,no
China,Female,24,secondary,Richest 20%,yes
China,Female,41,completed primary or less,Poorest 20%,no
China,Female,85,completed primary or less,Poorest 20%,no
China,Female,30,completed primary or less,Richest 20%,yes
China,Male,71,completed primary or less,Middle 20%,no
China,Male,60,completed primary or less,Middle 20%,no
China,Female,50,secondary,Richest 20%,no
China,Male,43,completed primary or less,Fourth 20%,yes
China,Male,35,completed primary or less,Fourth 20%,no
China,Male,69,completed primary or less,Poorest 20%,no
China,Female,49,completed primary or less,Middle 20%,no
China,Male,41,completed primary or less,Fourth 20%,no
China,Female,62,completed primary or less,Middle 20%,no
China,Female,30,secondary,Richest 20%,yes
China,Female,67,completed primary or less,Poorest 20%,no
China,Male,80,completed primary or less,Poorest 20%,no
China,Female,79,completed primary or less,Richest 20%,no
China,Male,45,secondary,Fourth 20%,no
China,Male,54,completed primary or less,Poorest 20%,no
China,Male,44,completed primary or less,Poorest 20%,no
China,Female,46,completed primary or less,Fourth 20%,yes
China,Female,68,completed primary or less,Fourth 20%,no
China,Male,64,completed primary or less,Middle 20%,no
China,Male,81,completed primary or less,Fourth 20%,no
China,Female,67,completed primary or less,Second 20%,no
China,Female,27,secondary,Richest 20%,yes
China,Female,40,secondary,Richest 20%,no
China,Female,67,completed primary or less,Poorest 20%,no
China,Male,26,secondary,Middle 20%,yes
China,Female,42,completed primary or less,Second 20%,yes
China,Male,50,completed primary or less,Middle 20%,no
China,Female,48,completed primary or less,Middle 20%,yes
China,Female,70,completed primary or less,Poorest 20%,no
China,Female,62,completed primary or less,Second 20%,no
China,Female,41,completed primary or less,Poorest 20%,yes
China,Male,72,completed primary or less,Poorest 20%,no
China,Male,43,secondary,Richest 20%,yes
China,Female,28,secondary,Richest 20%,yes
China,Male,46,completed primary or less,Fourth 20%,no
China,Male,29,completed primary or less,Poorest 20%,yes
China,Female,33,completed tertiary or more,Richest 20%,yes
China,Female,55,completed primary or less,Richest 20%,no
China,Female,64,completed primary or less,Poorest 20%,no
China,Female,53,completed primary or less,Second 20%,yes
China,Female,31,completed primary or less,Middle 20%,yes
China,Male,63,completed primary or less,Middle 20%,no
China,Female,50,completed primary or less,Fourth 20%,no
China,Female,46,completed primary or less,Richest 20%,no
China,Female,46,secondary,Fourth 20%,yes
China,Male,49,completed primary or less,Poorest 20%,no
China,Male,50,completed primary or less,Middle 20%,yes
China,Male,59,completed primary or less,Second 20%,yes
China,Female,28,secondary,Middle 20%,yes
China,Female,28,completed tertiary or more,Richest 20%,yes
China,Female,32,completed primary or less,Second 20%,yes
China,Female,70,completed primary or less,Fourth 20%,no
China,Female,45,completed primary or less,Poorest 20%,no
China,Male,39,completed tertiary or more,Richest 20%,yes
China,Female,30,secondary,Middle 20%,yes
China,Female,20,completed primary or less,Second 20%,yes
China,Female,60,completed primary or less,Poorest 20%,no
China,Male,54,secondary,Second 20%,no
China,Male,54,secondary,Middle 20%,no
China,Female,41,completed tertiary or more,Richest 20%,yes
China,Male,40,completed primary or less,Fourth 20%,no
China,Female,67,completed primary or less,Poorest 20%,no
China,Male,23,secondary,Poorest 20%,yes
China,Male,66,completed primary or less,Poorest 20%,no
China,Female,52,completed primary or less,Poorest 20%,no
China,Female,15,completed primary or less,Middle 20%,no
China,Female,40,completed primary or less,Second 20%,yes
China,Female,28,secondary,Middle 20%,yes
China,Male,40,completed primary or less,Richest 20%,yes
China,Male,45,completed primary or less,Poorest 20%,no
China,Male,69,secondary,Fourth 20%,yes
China,Male,32,completed primary or less,Fourth 20%,yes
China,Female,49,completed primary or less,Poorest 20%,no
China,Female,69,secondary,Fourth 20%,no
China,Male,27,completed primary or less,Second 20%,no
China,Female,29,secondary,Fourth 20%,yes
China,Female,35,completed primary or less,Richest 20%,no
China,Male,59,secondary,Second 20%,no
China,Male,39,secondary,Middle 20%,no
China,Female,28,completed primary or less,Second 20%,no
China,Male,65,completed primary or less,Poorest 20%,no
China,Male,50,secondary,Fourth 20%,yes
China,Female,55,completed primary or less,Middle 20%,no
China,Female,22,completed primary or less,Middle 20%,yes
China,Female,64,completed primary or less,Poorest 20%,no
China,Female,67,completed primary or less,Richest 20%,no
China,Male,33,secondary,Fourth 20%,yes
China,Female,61,completed primary or less,Second 20%,no
China,Male,69,completed primary or less,Poorest 20%,no
China,Female,48,completed primary or less,Poorest 20%,no
China,Male,35,completed primary or less,Fourth 20%,yes
China,Female,23,secondary,Poorest 20%,yes
China,Male,40,completed primary or less,Poorest 20%,no
China,Male,56,completed primary or less,Richest 20%,no
China,Male,15,completed primary or less,Second 20%,no
China,Male,53,secondary,Richest 20%,no
China,Female,71,completed primary or less,Poorest 20%,no
China,Female,59,completed primary or less,Richest 20%,no
China,Male,35,secondary,Second 20%,no
China,Female,44,completed primary or less,Middle 20%,yes
China,Female,23,completed primary or less,Richest 20%,yes
China,Female,35,completed primary or less,Middle 20%,yes
China,Female,62,completed primary or less,Middle 20%,no
China,Male,67,completed primary or less,Poorest 20%,no
China,Female,61,completed primary or less,Richest 20%,no
China,Female,35,completed primary or less,Second 20%,yes
China,Male,70,secondary,Poorest 20%,no
China,Male,67,completed primary or less,Poorest 20%,no
China,Female,41,completed primary or less,Fourth 20%,no
China,Male,38,completed primary or less,Middle 20%,no
China,Male,49,secondary,Richest 20%,yes
China,Female,63,completed primary or less,Poorest 20%,no
China,Male,63,completed primary or less,Poorest 20%,no
China,Male,42,completed primary or less,Fourth 20%,no
China,Male,18,completed primary or less,Fourth 20%,no
China,Male,65,completed primary or less,Poorest 20%,no
China,Female,27,secondary,Second 20%,no
China,Male,53,completed primary or less,Richest 20%,no
China,Female,72,completed primary or less,Middle 20%,no
China,Male,61,completed primary or less,Poorest 20%,no
China,Male,57,completed primary or less,Fourth 20%,no
China,Female,43,secondary,Poorest 20%,yes
China,Male,74,completed primary or less,Poorest 20%,no
China,Male,27,secondary,Middle 20%,no
China,Male,60,secondary,Richest 20%,no
China,Male,55,completed primary or less,Middle 20%,no
China,Female,21,secondary,Middle 20%,yes
China,Female,62,completed primary or less,Poorest 20%,no
China,Male,42,completed primary or less,Poorest 20%,no
China,Female,44,completed primary or less,Poorest 20%,no
China,Female,59,completed primary or less,Poorest 20%,no
China,Female,29,secondary,Richest 20%,yes
China,Male,75,completed primary or less,Poorest 20%,no
China,Female,48,completed primary or less,Fourth 20%,no
China,Female,45,secondary,Fourth 20%,no
China,Female,15,completed primary or less,Middle 20%,no
China,Female,73,completed primary or less,Middle 20%,no
China,Female,55,completed primary or less,Poorest 20%,no
China,Female,68,completed primary or less,Poorest 20%,no
China,Female,70,completed primary or less,Middle 20%,no
China,Female,30,completed primary or less,Fourth 20%,yes
China,Female,59,completed primary or less,Second 20%,no
China,Male,26,secondary,Middle 20%,yes
China,Female,27,completed primary or less,Fourth 20%,no
China,Female,46,completed primary or less,Middle 20%,no
China,Male,58,secondary,Fourth 20%,yes
China,Female,52,completed primary or less,Poorest 20%,no
China,Male,33,completed tertiary or more,Richest 20%,yes
China,Male,76,secondary,Fourth 20%,no
China,Female,48,completed primary or less,Richest 20%,no
China,Female,72,completed primary or less,Fourth 20%,no
China,Male,17,completed primary or less,Middle 20%,no
China,Male,83,secondary,Fourth 20%,no
China,Female,58,completed primary or less,Fourth 20%,no
China,Female,17,completed primary or less,Middle 20%,no
China,Female,30,secondary,Fourth 20%,yes
China,Male,19,secondary,Middle 20%,yes
China,Female,22,secondary,Fourth 20%,yes
China,Female,28,secondary,Second 20%,yes
China,Male,40,completed primary or less,Second 20%,yes
China,Female,61,completed primary or less,Middle 20%,no
China,Female,46,completed primary or less,Middle 20%,no
China,Male,45,completed primary or less,Poorest 20%,yes
China,Female,50,completed primary or less,Poorest 20%,no
China,Female,58,completed primary or less,Second 20%,no
China,Female,45,completed primary or less,Poorest 20%,yes
China,Female,65,completed primary or less,Middle 20%,no
China,Female,29,completed primary or less,Middle 20%,no
China,Female,28,completed tertiary or more,Richest 20%,yes
China,Female,60,completed primary or less,Poorest 20%,no
China,Female,52,completed primary or less,Second 20%,no
China,Female,19,secondary,Richest 20%,yes
China,Male,46,completed primary or less,Middle 20%,no
China,Male,54,completed primary or less,Fourth 20%,no
China,Male,64,completed primary or less,Second 20%,no
China,Female,53,completed primary or less,Fourth 20%,no
China,Female,52,secondary,Middle 20%,no
China,Female,54,completed primary or less,Poorest 20%,yes
China,Male,70,completed primary or less,Middle 20%,no
China,Female,55,completed primary or less,Poorest 20%,no
China,Female,23,completed primary or less,Fourth 20%,yes
China,Male,56,completed primary or less,Middle 20%,no
China,Male,17,secondary,Second 20%,no
China,Female,71,completed primary or less,Poorest 20%,no
China,Female,30,completed primary or less,Middle 20%,yes
China,Male,70,completed primary or less,Fourth 20%,no
China,Female,40,completed primary or less,Fourth 20%,yes
China,Female,50,completed primary or less,Fourth 20%,no
China,Female,38,completed primary or less,Poorest 20%,no
China,Female,46,completed primary or less,Poorest 20%,no
China,Male,48,completed primary or less,Middle 20%,yes
China,Female,89,completed primary or less,Second 20%,no
China,Male,56,completed primary or less,Middle 20%,no
China,Male,30,completed tertiary or more,Richest 20%,yes
China,Female,24,completed tertiary or more,Richest 20%,yes
China,Male,58,secondary,Poorest 20%,no
China,Female,60,completed primary or less,Fourth 20%,no
China,Male,60,completed primary or less,Fourth 20%,yes
China,Female,62,secondary,Richest 20%,no
China,Male,53,secondary,Fourth 20%,yes
China,Male,33,completed primary or less,Poorest 20%,yes
China,Female,36,completed primary or less,Richest 20%,yes
China,Female,37,completed primary or less,Poorest 20%,no
China,Female,30,completed primary or less,Middle 20%,no
China,Male,63,completed primary or less,Poorest 20%,no
China,Female,53,completed primary or less,Fourth 20%,no
China,Male,40,secondary,Richest 20%,yes
China,Female,55,completed tertiary or more,Richest 20%,no
China,Male,50,completed primary or less,Second 20%,no
China,Female,68,completed primary or less,Fourth 20%,no
China,Male,48,completed primary or less,Fourth 20%,no
China,Male,55,completed primary or less,Richest 20%,yes
China,Female,44,completed primary or less,Middle 20%,no
China,Female,23,completed tertiary or more,Fourth 20%,yes
China,Female,35,secondary,Richest 20%,no
China,Male,45,secondary,Richest 20%,no
China,Male,25,secondary,Richest 20%,yes
China,Male,54,secondary,Middle 20%,no
China,Male,48,secondary,Middle 20%,no
China,Male,40,secondary,Fourth 20%,yes
China,Male,60,completed primary or less,Poorest 20%,no
China,Male,30,completed primary or less,Second 20%,yes
China,Female,46,completed primary or less,Middle 20%,no
China,Male,50,completed primary or less,Middle 20%,no
China,Male,70,completed primary or less,Richest 20%,no
China,Female,48,completed primary or less,Fourth 20%,no
China,Female,70,completed primary or less,Poorest 20%,no
China,Female,51,completed primary or less,Middle 20%,no
China,Male,25,completed tertiary or more,Middle 20%,yes
China,Female,70,completed primary or less,Poorest 20%,no
China,Male,53,completed primary or less,Poorest 20%,no
China,Female,55,completed primary or less,Poorest 20%,no
China,Female,50,completed primary or less,Poorest 20%,no
China,Female,35,completed primary or less,Richest 20%,yes
China,Female,51,completed primary or less,Second 20%,no
China,Male,64,completed primary or less,Poorest 20%,no
China,Male,63,secondary,Poorest 20%,no
China,Female,42,completed primary or less,Fourth 20%,no
China,Female,53,completed primary or less,Poorest 20%,no
China,Male,26,completed primary or less,Fourth 20%,yes
China,Male,52,completed primary or less,Middle 20%,no
China,Female,22,completed tertiary or more,Fourth 20%,yes
China,Female,79,completed primary or less,Fourth 20%,no
China,Male,40,completed primary or less,Second 20%,no
China,Female,51,completed primary or less,Fourth 20%,yes
China,Female,66,completed primary or less,Poorest 20%,no
China,Male,37,completed primary or less,Fourth 20%,yes
China,Female,29,secondary,Second 20%,yes
China,Female,28,secondary,Richest 20%,yes
China,Female,28,secondary,Middle 20%,no
China,Female,37,completed primary or less,Middle 20%,no
China,Female,55,completed primary or less,Fourth 20%,no
China,Female,28,secondary,Fourth 20%,yes
China,Male,43,completed tertiary or more,Richest 20%,yes
China,Female,45,secondary,Richest 20%,yes
China,Female,52,completed primary or less,Poorest 20%,no
China,Female,28,completed tertiary or more,Richest 20%,yes
China,Male,70,completed primary or less,Poorest 20%,no
China,Male,44,secondary,Fourth 20%,yes
China,Male,66,completed primary or less,Poorest 20%,no
China,Male,24,completed tertiary or more,Richest 20%,yes
China,Male,53,secondary,Poorest 20%,no
China,Female,51,completed primary or less,Middle 20%,no
China,Male,46,completed primary or less,Fourth 20%,no
China,Male,41,completed primary or less,Middle 20%,no
China,Male,45,secondary,Fourth 20%,no
China,Female,53,completed primary or less,Second 20%,no
China,Male,30,secondary,Second 20%,yes
China,Male,40,secondary,Richest 20%,yes
China,Male,20,completed tertiary or more,Richest 20%,yes
China,Female,51,completed primary or less,Fourth 20%,no
China,Male,52,secondary,Richest 20%,no
China,Female,36,completed primary or less,Middle 20%,yes
China,Male,37,secondary,Middle 20%,yes
China,Male,53,completed primary or less,Middle 20%,no
China,Female,65,completed primary or less,Poorest 20%,no
China,Female,61,completed primary or less,Second 20%,no
China,Female,58,completed primary or less,Second 20%,no
China,Female,28,secondary,Richest 20%,yes
China,Male,36,completed primary or less,Second 20%,no
China,Male,69,completed primary or less,Poorest 20%,no
China,Male,18,secondary,Middle 20%,yes
China,Female,27,secondary,Middle 20%,yes
China,Female,61,completed primary or less,Poorest 20%,no
China,Male,52,completed primary or less,Middle 20%,no
China,Male,58,completed primary or less,Second 20%,no
China,Female,60,completed primary or less,Poorest 20%,no
China,Female,37,secondary,Richest 20%,yes
China,Female,54,completed primary or less,Middle 20%,no
China,Female,65,completed primary or less,Poorest 20%,no
China,Male,59,completed primary or less,Richest 20%,no
China,Male,69,secondary,Poorest 20%,no
China,Male,53,completed primary or less,Second 20%,no
China,Male,58,secondary,Second 20%,no
China,Female,64,secondary,Middle 20%,no
China,Female,53,secondary,Second 20%,no
China,Female,63,completed primary or less,Poorest 20%,no
China,Female,75,completed primary or less,Poorest 20%,no
China,Female,40,secondary,Middle 20%,yes
China,Male,45,completed primary or less,Fourth 20%,no
China,Male,33,completed primary or less,Fourth 20%,no
China,Female,48,completed primary or less,Second 20%,no
China,Male,19,completed primary or less,Richest 20%,no
China,Male,55,secondary,Richest 20%,yes
China,Male,24,secondary,Fourth 20%,yes
China,Male,39,completed primary or less,Second 20%,no
China,Male,46,completed primary or less,Richest 20%,no
China,Male,35,secondary,Richest 20%,yes
China,Male,72,completed primary or less,Richest 20%,no
China,Male,35,completed primary or less,Middle 20%,yes
China,Male,55,completed primary or less,Poorest 20%,no
China,Female,48,secondary,Richest 20%,yes
China,Female,69,completed primary or less,Poorest 20%,no
China,Male,25,completed primary or less,Richest 20%,yes
China,Male,71,completed primary or less,Poorest 20%,no
China,Female,30,completed tertiary or more,Fourth 20%,yes
China,Female,22,completed primary or less,Second 20%,no
China,Female,64,completed primary or less,Poorest 20%,no
China,Female,38,completed primary or less,Poorest 20%,no
China,Male,67,completed primary or less,Poorest 20%,no
China,Male,45,completed primary or less,Poorest 20%,no
China,Female,63,completed primary or less,Second 20%,no
China,Male,51,completed primary or less,Middle 20%,no
China,Male,53,completed primary or less,Poorest 20%,no
China,Female,67,completed primary or less,Fourth 20%,no
China,Female,45,secondary,Richest 20%,yes
China,Male,79,secondary,Second 20%,no
China,Female,58,completed primary or less,Richest 20%,no
China,Male,35,secondary,Middle 20%,no
China,Male,56,completed primary or less,Fourth 20%,no
China,Male,55,completed primary or less,Fourth 20%,no
China,Female,54,completed primary or less,Fourth 20%,no
China,Female,37,completed primary or less,Fourth 20%,no
China,Female,23,secondary,Middle 20%,yes
China,Male,76,completed primary or less,Poorest 20%,no
China,Male,47,secondary,Richest 20%,yes
China,Male,47,completed primary or less,Poorest 20%,no
China,Female,30,completed tertiary or more,Fourth 20%,yes
China,Female,52,completed primary or less,Poorest 20%,no
China,Female,30,secondary,Fourth 20%,yes
China,Male,32,completed tertiary or more,Richest 20%,no
China,Female,47,completed primary or less,Poorest 20%,no
China,Female,27,secondary,Richest 20%,yes
China,Female,65,completed primary or less,Second 20%,no
China,Female,40,secondary,Fourth 20%,no
China,Male,47,completed primary or less,Richest 20%,yes
China,Male,48,completed primary or less,Poorest 20%,no
China,Male,23,secondary,Fourth 20%,no
China,Female,54,completed primary or less,Poorest 20%,no
China,Female,36,completed primary or less,Second 20%,yes
China,Female,27,completed primary or less,Fourth 20%,yes
China,Female,39,completed primary or less,Second 20%,yes
China,Female,56,completed primary or less,Second 20%,no
China,Male,23,completed primary or less,Second 20%,yes
China,Male,68,completed primary or less,Poorest 20%,no
China,Female,30,secondary,Richest 20%,yes
China,Male,48,completed primary or less,Middle 20%,no
China,Female,66,completed primary or less,Second 20%,no
China,Male,43,secondary,Fourth 20%,yes
China,Male,18,secondary,Fourth 20%,yes
China,Female,27,completed primary or less,Richest 20%,yes
China,Male,30,completed primary or less,Fourth 20%,yes
China,Female,36,completed primary or less,Second 20%,yes
China,Female,47,completed primary or less,Poorest 20%,no
China,Female,40,completed primary or less,Second 20%,yes
China,Female,32,completed primary or less,Poorest 20%,yes
China,Female,56,completed primary or less,Poorest 20%,no
China,Male,31,secondary,Fourth 20%,yes
China,Male,41,secondary,Second 20%,yes
China,Female,23,completed primary or less,Poorest 20%,yes
China,Female,44,completed primary or less,Poorest 20%,no
China,Female,52,completed primary or less,Poorest 20%,no
China,Male,32,secondary,Richest 20%,yes
China,Male,49,completed primary or less,Poorest 20%,no
China,Female,23,completed primary or less,Fourth 20%,yes
China,Male,69,completed primary or less,Richest 20%,no
China,Male,37,completed primary or less,Fourth 20%,yes
China,Female,55,completed primary or less,Second 20%,no
China,Male,76,completed primary or less,Poorest 20%,no
China,Female,69,completed primary or less,Fourth 20%,no
China,Female,38,completed primary or less,Middle 20%,no
China,Male,30,completed primary or less,Second 20%,no
China,Male,56,completed primary or less,Fourth 20%,no
China,Female,42,completed primary or less,Second 20%,no
China,Male,26,completed primary or less,Richest 20%,yes
China,Male,54,secondary,Richest 20%,no
China,Female,30,secondary,Fourth 20%,yes
China,Female,53,completed primary or less,Second 20%,no
China,Female,30,completed primary or less,Fourth 20%,no
China,Male,46,completed primary or less,Fourth 20%,no
China,Male,23,secondary,Richest 20%,yes
China,Male,45,completed primary or less,Poorest 20%,no
China,Male,25,completed primary or less,Richest 20%,no
China,Male,60,secondary,Middle 20%,yes
China,Male,64,completed primary or less,Poorest 20%,no
China,Female,65,completed primary or less,Poorest 20%,no
China,Female,51,completed primary or less,Poorest 20%,no
China,Female,49,completed primary or less,Fourth 20%,no
China,Male,61,completed primary or less,Poorest 20%,no
China,Female,55,completed primary or less,Fourth 20%,no
China,Male,24,secondary,Richest 20%,yes
China,Male,60,completed primary or less,Second 20%,no
China,Male,34,secondary,Fourth 20%,yes
China,Female,55,completed primary or less,Second 20%,no
China,Female,91,completed primary or less,Fourth 20%,no
China,Female,38,completed primary or less,Richest 20%,no
China,Male,23,secondary,Richest 20%,yes
China,Female,86,completed primary or less,Poorest 20%,no
China,Male,53,secondary,Fourth 20%,no
China,Female,58,completed primary or less,Poorest 20%,no
China,Female,34,completed primary or less,Second 20%,no
China,Male,67,completed primary or less,Fourth 20%,no
China,Male,60,completed primary or less,Fourth 20%,no
China,Female,42,completed primary or less,Middle 20%,no
China,Male,43,completed primary or less,Richest 20%,no
China,Male,39,completed primary or less,Second 20%,no
China,Male,60,completed primary or less,Second 20%,no
China,Male,53,completed primary or less,Poorest 20%,no
China,Female,49,completed primary or less,Poorest 20%,no
China,Male,58,secondary,Richest 20%,yes
China,Female,43,completed primary or less,Fourth 20%,no
